id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1
119,26,fit,mostly anything,rarely,sometimes,dropped out of ph.d program,"middle eastern, white",69,0,computer / hardware / software,29JUN12:17:31:00,"berkeley, california","does not have kids, but wants them",straight,likes dogs and likes cats,atheism and laughing about it,m,virgo,no,"english (fluently), c++ (okay), french (okay), lisp (fluently)",available,NO
120,24,average,strictly vegetari,very often,sometimes,graduated from college/university,white,68,30000,artistic / musical / writer,19JUN12:09:15:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and very serious about it,m,virgo,when drinking,"english (fluently), french (poorly), spanish (poorly)",single,NO
121,36,fit,strictly anything,not at all,never,graduated from masters program,white,73,150000,science / tech / engineering,30JUN12:00:45:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and likes cats,other and laughing about it,m,scorpio,no,english (poorly),single,NO
122,33,used up,strictly anything,often,sometimes,graduated from space camp,white,70,0,science / tech / engineering,29JUN12:23:22:00,"menlo park, california",does not have kids,straight,likes dogs,agnosticism and laughing about it,m,virgo,yes,english (poorly),single,NO
123,21,curvy,anything,socially,never,working on college/university,"asian, black",66,20000,sales / marketing / biz dev,13MAY12:08:54:00,"oakland, california","does not have kids, but wants them",straight,has dogs,christianity,f,taurus,no,english,single,NO
124,38,curvy,mostly other,socially,never,graduated from masters program,white,65,0,executive / management,29JUN12:18:35:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and has cats,judaism and laughing about it,f,scorpio,no,"english (fluently), french (okay)",single,NO
125,34,average,mostly anything,socially,sometimes,dropped out of space camp,white,64,40000,entertainment / media,29JUN12:19:52:00,"san francisco, california",does not want kids,straight,likes dogs and likes cats,agnosticism,f,taurus,no,english (fluently),single,NO
126,22,average,strictly vegan,not at all,never,graduated from two-year college,hispanic / latin,64,0,artistic / musical / writer,18JUN12:21:02:00,"san francisco, california",does not want kids,gay,has dogs and has cats,atheism and laughing about it,f,leo,no,"english (fluently), spanish (okay)",single,NO
127,34,curvy,strictly anything,socially,never,graduated from masters program,"white, other",68,100000,computer / hardware / software,17JUN12:19:06:00,"san francisco, california","does not have kids, but might want them",bisexual,has cats,atheism and very serious about it,m,gemini,no,"english (fluently), c++ (fluently), lisp (okay), spanish (poorly), jap",single,NO
128,40,average,mostly anything,rarely,never,graduated from space camp,white,70,100000,science / tech / engineering,29JUN12:22:01:00,"palo alto, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity and laughing about it,m,gemini,no,"english (fluently), c++ (poorly)",single,NO
129,23,average,strictly vegetari,rarely,sometimes,dropped out of two-year college,white,71,1000000,unemployed,25FEB12:08:57:00,"oakland, california","does not have kids, and does not want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,gemini,no,english,available,NO
130,28,thin,strictly anything,socially,sometimes,graduated from college/university,other,69,0,computer / hardware / software,29JUN12:22:51:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and laughing about it,m,taurus,no,english (poorly),single,NO
131,26,thin,strictly anything,socially,sometimes,graduated from college/university,asian,68,0,sales / marketing / biz dev,30JUN12:00:49:00,"burlingame, california","does not have kids, and does not want them",straight,has dogs,agnosticism and laughing about it,f,leo,when drinking,"english (fluently), korean (poorly)",single,NO
132,27,full figured,strictly other,rarely,sometimes,working on space camp,white,66,0,student,29JUN12:22:12:00,"oakland, california","does not have kids, but might want them",bisexual,has dogs and likes cats,atheism and somewhat serious about it,f,virgo,no,english (fluently),seeing someone,NO
133,22,average,mostly anything,rarely,never,working on high school,white,61,20000,other,19FEB12:00:13:00,"hayward, california",has a kid,straight,has dogs,catholicism but not too serious about it,f,aries,no,english (fluently),single,YES
134,30,athletic,other,socially,never,graduated from college/university,black,72,0,entertainment / media,29JUN12:01:02:00,"oakland, california","does not have kids, but wants them",straight,has dogs and dislikes cat,christianity,m,sagittarius,no,"english (fluently), spanish (okay), german (poorly)",single,NO
135,35,athletic,mostly anything,socially,sometimes,graduated from med school,white,67,0,medicine / health,29JUN12:21:42:00,"oakland, california","does not have kids, but wants them",straight,likes dogs and likes cats,other but not too serious about it,f,gemini,no,"english (fluently), spanish (okay)",single,NO
136,31,fit,mostly vegetarian,socially,never,graduated from masters program,white,66,70000,computer / hardware / software,28JUN12:09:25:00,"san mateo, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,virgo,no,"english (fluently), russian (fluently), ukrainian (fluently)",single,NO
137,35,average,mostly anything,socially,never,graduated from ph.d program,white,66,0,science / tech / engineering,28JUN12:23:47:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism,f,aries,no,"english (fluently), swedish (poorly)",single,NO
138,26,athletic,mostly anything,socially,never,working on med school,"hispanic / latin, white",63,0,student,26JUN12:08:49:00,"berkeley, california","does not have kids, but wants them",straight,has dogs and has cats,catholicism but not too serious about it,f,capricorn,no,"english (fluently), spanish (okay)",single,NO
139,29,a little extra,mostly anything,often,sometimes,graduated from college/university,white,68,0,political / government,29JUN12:16:39:00,"san francisco, california","does not have kids, but wants them",gay,has dogs and likes cats,agnosticism and laughing about it,f,scorpio,no,"english (fluently), french (poorly)",single,NO
140,33,thin,strictly vegetari,socially,sometimes,graduated from college/university,white,65,0,entertainment / media,29JUN12:17:32:00,"san francisco, california",does not want kids,straight,likes dogs and likes cats,other,f,libra,no,english (fluently),single,NO
141,26,average,mostly anything,socially,never,graduated from college/university,white,66,0,computer / hardware / software,27JUN12:15:30:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,catholicism but not too serious about it,m,capricorn,no,"english (fluently), japanese (poorly)",single,NO
142,21,fit,mostly vegetarian,socially,never,working on two-year college,"native american, white",68,20000,other,29JUN12:03:24:00,"san francisco, california",does not have kids,straight,has dogs and likes cats,agnosticism and laughing about it,f,leo,no,english (fluently),single,NO
143,23,fit,mostly anything,socially,never,graduated from college/university,white,72,0,computer / hardware / software,29JUN12:23:22:00,"mountain view, california",does not have kids,straight,likes dogs and likes cats,other but not too serious about it,m,pisces,no,"english (fluently), german (poorly), c++ (okay)",single,NO
144,22,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,69,0,science / tech / engineering,29JUN12:21:37:00,"san francisco, california","does not have kids, but might want them",gay,likes dogs and dislikes c,catholicism but not too serious about it,m,aquarius,no,"english (fluently), spanish (fluently), german (okay), c++ (okay)",single,NO
145,24,fit,mostly anything,socially,never,graduated from college/university,asian,67,0,banking / financial / real estate,29JUN12:07:25:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,other but not too serious about it,m,sagittarius,no,"english (fluently), chinese (fluently)",single,NO
146,24,overweight,mostly anything,not at all,never,graduated from college/university,asian,68,20000,unemployed,29JUN12:11:44:00,"san francisco, california","does not have kids, but might want them",straight,has dogs and dislikes cat,atheism but not too serious about it,m,sagittarius,no,english (fluently),single,NO
147,28,fit,mostly anything,socially,never,graduated from college/university,white,69,100000,computer / hardware / software,29MAY12:08:09:00,"san francisco, california",does not want kids,straight,likes dogs and dislikes c,agnosticism and laughing about it,m,cancer,no,"english (fluently), spanish (poorly)",single,NO
148,27,curvy,mostly anything,socially,never,graduated from college/university,middle eastern,62,0,other,24JUN12:04:57:00,"san francisco, california",does not have kids,straight,has dogs,islam,f,scorpio,no,english (fluently),single,NO
